cell_id,donor,cell_type,species,batch_nn,dataset,leiden
human1_lib2.final_cell_0134,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0135,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0136,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0137,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0138,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0139,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0140,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0141,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0142,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0143,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0144,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0145,human1,ductal,human,human1,inDrop,1
human1_lib2.final_cell_0146,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0147,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0148,human1,ductal,human,human1,inDrop,1
human1_lib2.final_cell_0149,human1,immune,human,human1,inDrop,16
human1_lib2.final_cell_0150,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0151,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0152,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0153,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0154,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0155,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0156,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0157,human1,stellate,human,human1,inDrop,11
human1_lib2.final_cell_0158,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0159,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0160,human1,ductal,human,human1,inDrop,1
human1_lib2.final_cell_0161,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0162,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0163,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0164,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0165,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0166,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0167,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0168,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0169,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0170,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0171,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0172,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0173,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0174,human1,alpha,human,human1,inDrop,6
human1_lib2.final_cell_0175,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0176,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0177,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0178,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0179,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0180,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0181,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0182,human1,ductal,human,human1,inDrop,15
human1_lib2.final_cell_0183,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0184,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0185,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0186,human1,alpha,human,human1,inDrop,9
human1_lib2.final_cell_0187,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0188,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0189,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0190,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0191,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0192,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0193,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0194,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0195,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0196,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0197,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0198,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0199,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0200,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0201,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0202,human1,gamma,human,human1,inDrop,10
human1_lib2.final_cell_0203,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0204,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0205,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0206,human1,ductal,human,human1,inDrop,1
human1_lib2.final_cell_0207,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0208,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0209,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0210,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0211,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0212,human1,ductal,human,human1,inDrop,1
human1_lib2.final_cell_0213,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0214,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0215,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0216,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0217,human1,ductal,human,human1,inDrop,1
human1_lib2.final_cell_0218,human1,stellate,human,human1,inDrop,11
human1_lib2.final_cell_0219,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0220,human1,alpha,human,human1,inDrop,8
human1_lib2.final_cell_0221,human1,beta,human,human1,inDrop,12
human1_lib2.final_cell_0222,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0223,human1,stellate,human,human1,inDrop,11
human1_lib2.final_cell_0224,human1,alpha,human,human1,inDrop,7
human1_lib2.final_cell_0225,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0226,human1,gamma,human,human1,inDrop,10
human1_lib2.final_cell_0227,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0228,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0229,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0230,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0231,human1,alpha,human,human1,inDrop,6
human1_lib2.final_cell_0232,human1,endothelial,human,human1,inDrop,13
human1_lib2.final_cell_0233,human1,gamma,human,human1,inDrop,10
human1_lib2.final_cell_0234,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0235,human1,alpha,human,human1,inDrop,8
human1_lib2.final_cell_0236,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0237,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0238,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0239,human1,beta,human,human1,inDrop,5
human1_lib2.final_cell_0240,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0241,human1,endothelial,human,human1,inDrop,13
human1_lib2.final_cell_0242,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0243,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0244,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0245,human1,alpha,human,human1,inDrop,9
human1_lib2.final_cell_0246,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0247,human1,alpha,human,human1,inDrop,9
human1_lib2.final_cell_0248,human1,alpha,human,human1,inDrop,9
human1_lib2.final_cell_0249,human1,delta,human,human1,inDrop,3
human1_lib2.final_cell_0250,human1,alpha,human,human1,inDrop,7
human1_lib2.final_cell_0251,human1,ductal,human,human1,inDrop,1
human1_lib2.final_cell_0252,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0253,human1,alpha,human,human1,inDrop,7
human1_lib2.final_cell_0254,human1,endothelial,human,human1,inDrop,13
human1_lib2.final_cell_0255,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0256,human1,beta,human,human1,inDrop,12
human1_lib2.final_cell_0257,human1,ductal,human,human1,inDrop,15
human1_lib2.final_cell_0258,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0259,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0260,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0261,human1,alpha,human,human1,inDrop,7
human1_lib2.final_cell_0262,human1,alpha,human,human1,inDrop,9
human1_lib2.final_cell_0263,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0264,human1,gamma,human,human1,inDrop,10
human1_lib2.final_cell_0265,human1,alpha,human,human1,inDrop,6
human1_lib2.final_cell_0266,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0267,human1,alpha,human,human1,inDrop,8
human1_lib2.final_cell_0268,human1,ductal,human,human1,inDrop,1
human1_lib2.final_cell_0269,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0270,human1,gamma,human,human1,inDrop,10
human1_lib2.final_cell_0271,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0272,human1,schwann,human,human1,inDrop,11
human1_lib2.final_cell_0273,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0274,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0275,human1,alpha,human,human1,inDrop,9
human1_lib2.final_cell_0276,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0277,human1,beta,human,human1,inDrop,12
human1_lib2.final_cell_0278,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0279,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0280,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0281,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0282,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0283,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0284,human1,alpha,human,human1,inDrop,7
human1_lib2.final_cell_0285,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0286,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0287,human1,immune,human,human1,inDrop,16
human1_lib2.final_cell_0288,human1,gamma,human,human1,inDrop,10
human1_lib2.final_cell_0289,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0290,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0291,human1,alpha,human,human1,inDrop,9
human1_lib2.final_cell_0292,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0293,human1,endothelial,human,human1,inDrop,13
human1_lib2.final_cell_0294,human1,alpha,human,human1,inDrop,8
human1_lib2.final_cell_0295,human1,beta,human,human1,inDrop,12
human1_lib2.final_cell_0296,human1,alpha,human,human1,inDrop,9
human1_lib2.final_cell_0297,human1,alpha,human,human1,inDrop,8
human1_lib2.final_cell_0298,human1,alpha,human,human1,inDrop,9
human1_lib2.final_cell_0299,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0300,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0301,human1,alpha,human,human1,inDrop,8
human1_lib2.final_cell_0302,human1,alpha,human,human1,inDrop,9
human1_lib2.final_cell_0303,human1,immune,human,human1,inDrop,16
human1_lib2.final_cell_0304,human1,alpha,human,human1,inDrop,6
human1_lib2.final_cell_0305,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0306,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0307,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0308,human1,alpha,human,human1,inDrop,9
human1_lib2.final_cell_0309,human1,stellate,human,human1,inDrop,11
human1_lib2.final_cell_0310,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0311,human1,alpha,human,human1,inDrop,6
human1_lib2.final_cell_0312,human1,alpha,human,human1,inDrop,8
human1_lib2.final_cell_0313,human1,endothelial,human,human1,inDrop,13
human1_lib2.final_cell_0314,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0315,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0316,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0317,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0318,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0319,human1,ductal,human,human1,inDrop,1
human1_lib2.final_cell_0320,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0321,human1,ductal,human,human1,inDrop,1
human1_lib2.final_cell_0322,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0323,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0324,human1,stellate,human,human1,inDrop,11
human1_lib2.final_cell_0325,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0326,human1,ductal,human,human1,inDrop,1
human1_lib2.final_cell_0327,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0328,human1,beta,human,human1,inDrop,12
human1_lib2.final_cell_0329,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0330,human1,ductal,human,human1,inDrop,1
human1_lib2.final_cell_0331,human1,alpha,human,human1,inDrop,8
human1_lib2.final_cell_0332,human1,ductal,human,human1,inDrop,1
human1_lib2.final_cell_0333,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0334,human1,gamma,human,human1,inDrop,10
human1_lib2.final_cell_0335,human1,ductal,human,human1,inDrop,1
human1_lib2.final_cell_0336,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0337,human1,gamma,human,human1,inDrop,10
human1_lib2.final_cell_0338,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0339,human1,alpha,human,human1,inDrop,6
human1_lib2.final_cell_0340,human1,gamma,human,human1,inDrop,10
human1_lib2.final_cell_0341,human1,alpha,human,human1,inDrop,9
human1_lib2.final_cell_0342,human1,beta,human,human1,inDrop,12
human1_lib2.final_cell_0343,human1,immune,human,human1,inDrop,16
human1_lib2.final_cell_0344,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0345,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0346,human1,stellate,human,human1,inDrop,14
human1_lib2.final_cell_0347,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0348,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0349,human1,alpha,human,human1,inDrop,4
human1_lib2.final_cell_0350,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0351,human1,alpha,human,human1,inDrop,8
human1_lib2.final_cell_0352,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0353,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0354,human1,gamma,human,human1,inDrop,10
human1_lib2.final_cell_0355,human1,alpha,human,human1,inDrop,8
human1_lib2.final_cell_0356,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0357,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0358,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0359,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0360,human1,immune,human,human1,inDrop,16
human1_lib2.final_cell_0361,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0362,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0363,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0364,human1,gamma,human,human1,inDrop,10
human1_lib2.final_cell_0365,human1,epsilon,human,human1,inDrop,7
human1_lib2.final_cell_0366,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0367,human1,alpha,human,human1,inDrop,8
human1_lib2.final_cell_0368,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0369,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0370,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0371,human1,alpha,human,human1,inDrop,7
human1_lib2.final_cell_0372,human1,endothelial,human,human1,inDrop,13
human1_lib2.final_cell_0373,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0374,human1,stellate,human,human1,inDrop,11
human1_lib2.final_cell_0375,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0376,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0377,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0378,human1,alpha,human,human1,inDrop,6
human1_lib2.final_cell_0379,human1,gamma,human,human1,inDrop,10
human1_lib2.final_cell_0380,human1,immune,human,human1,inDrop,16
human1_lib2.final_cell_0381,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0382,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0383,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0384,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0385,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0386,human1,alpha,human,human1,inDrop,7
human1_lib2.final_cell_0387,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0388,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0389,human1,ductal,human,human1,inDrop,15
human1_lib2.final_cell_0390,human1,alpha,human,human1,inDrop,9
human1_lib2.final_cell_0391,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0392,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0393,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0394,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0395,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0396,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0397,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0398,human1,beta,human,human1,inDrop,12
human1_lib2.final_cell_0399,human1,alpha,human,human1,inDrop,9
human1_lib2.final_cell_0400,human1,alpha,human,human1,inDrop,7
human1_lib2.final_cell_0401,human1,alpha,human,human1,inDrop,9
human1_lib2.final_cell_0402,human1,ductal,human,human1,inDrop,1
human1_lib2.final_cell_0403,human1,alpha,human,human1,inDrop,8
human1_lib2.final_cell_0404,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0405,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0406,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0407,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0408,human1,stellate,human,human1,inDrop,14
human1_lib2.final_cell_0409,human1,alpha,human,human1,inDrop,8
human1_lib2.final_cell_0410,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0411,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0412,human1,ductal,human,human1,inDrop,1
human1_lib2.final_cell_0413,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0414,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0415,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0416,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0417,human1,stellate,human,human1,inDrop,14
human1_lib2.final_cell_0418,human1,endothelial,human,human1,inDrop,13
human1_lib2.final_cell_0419,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0420,human1,stellate,human,human1,inDrop,11
human1_lib2.final_cell_0421,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0422,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0423,human1,alpha,human,human1,inDrop,8
human1_lib2.final_cell_0424,human1,endothelial,human,human1,inDrop,13
human1_lib2.final_cell_0425,human1,endothelial,human,human1,inDrop,13
human1_lib2.final_cell_0426,human1,alpha,human,human1,inDrop,9
